Text
"Scenario: Current Policies, Region: USA, Variable: Agricultural Demand, Model: GCAM-PR 5.3"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Solids, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Solids, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Solids, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Solids, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Transportation, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Transportation, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Transportation, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Transportation, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Transportation, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Transportation, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Transportation, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Transportation, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Transportation, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Transportation, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: GDP MER, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: GDP MER, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: GDP PPP, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: GDP PPP, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Import, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Import, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Import Agriculture, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Import Agriculture, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Import Energy, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Import Energy, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Import Industry, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Import Industry, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Import Other, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Import Other, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Investment, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Investment, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Investment Energy Supply, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Investment Energy Supply, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Investment Energy Supply, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Investment Energy Supply, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Policy Cost Consumption Loss, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Policy Cost Consumption Loss, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Policy Cost Equivalent Variation, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Policy Cost Equivalent Variation, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Policy Cost GDP Loss, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Policy Cost GDP Loss, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Population, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Population, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Price Carbon, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Price Carbon, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Price Primary Energy, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Price Primary Energy, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Biomass, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Biomass, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Biomass, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Biomass, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Biomass, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Biomass, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Coal, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Coal, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Coal, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Coal, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Coal, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Coal, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Coal, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Coal, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Fossil, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Fossil, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Fossil, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Fossil, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Fossil, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Fossil, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Gas, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Gas, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Gas, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Gas, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Gas, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Gas, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Gas, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Gas, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Hydro, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Hydro, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Non-Biomass Renewables, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Non-Biomass Renewables, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Nuclear, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Nuclear, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Oil, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Oil, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Oil, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Oil, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Oil, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Oil, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Oil, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Oil, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Other, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Other, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Solar, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Solar, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Primary Energy Wind, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Primary Energy Wind, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Secondary Energy, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Secondary Energy, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Secondary Energy Electricity, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Trade Primary Energy, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Trade Primary Energy, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Trade Primary Energy, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Trade Primary Energy, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Trade Primary Energy, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Trade Primary Energy, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Trade Secondary Energy, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Trade Secondary Energy, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Trade Secondary Energy, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Trade Secondary Energy, Model: GEMINI-E3 7.0"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Value Added Agriculture, Model: GEMINI-E3 7.0"
